name,category,address,star,comment,naver_services,station,out,meter,lines,walking_time,price,cute,wide,corps,satisfaction,modern,ambience,visual,cozy,clean,service,exoticfood,exotictheme,classic,alone,tags
잇텐고,일본식라면,서울 마포구 포은로 11,4.53,차슈와 진한 국물이 맛있는 바질라멘,,합정역,8번,371.0,"2호선,6호선",5.0,0.26424438391048016,0.2206423775857184,0.5555579955724912,0.0,0.9097034265746332,0.08048397221878702,0.08899740488224689,0.0,0.20363478802859514,0.35431295271251084,0.19293555910815047,1.5930179307008807,0.19023077011247513,0.0,0.5454341554009777,"넓은,이색음식,혼자"
크레이지카츠,돈가스,"서울 마포구 포은로2나길 44 , 2층",4.56,바삭함과 육즙이 좔좔흐르는 합정 돈카츠맛집,,합정역,8번,421.0,"2호선,6호선",5.0,0.5766261445830816,0.0,0.14126811052336158,0.1586620086103168,1.3423648199787717,0.0,0.04012923384135448,0.0,0.05704954752696645,0.3076610462557394,0.320097993237681,0.8897794065216114,0.11317172544480565,0.0,0.22426471744430634,만족
행진,돼지고기구이,서울 마포구 월드컵로 49 1층 행진,4.47,,,망원역,2번,302.0,6호선,4.0,0.44692350485609283,0.0,0.0,0.0,1.247650856288659,0.0,0.35652044660084037,0.0,0.13497891624304098,0.22266089156575983,0.2504359251935705,0.9722487550566543,0.2584735694252248,0.18818958470691907,0.20869049483973723,만족
포비 베이직,베이글,서울 마포구 양화로3길 66,4.5,사진 찍기 좋고 베이글도 맛있는 합정역 카페,"네이버페이,네이버주문",합정역,9번,368.0,"2호선,6호선",5.0,0.1151934787496497,0.17247662713191764,1.2140343217575484,0.0,0.5602243689461932,0.8712770216675928,0.33151338484503823,0.17444675627972023,0.5193983008297062,0.1732185183324518,0.09290558319661317,1.5177056615508036,0.2527630313264715,0.12627180807651303,0.0,"넓은,모던,이색음식"
어썸도넛서울,베이커리,"서울 마포구 독막로6길 5 1층, 어썸도넛서울",4.52,,네이버톡톡,합정역,7번,384.0,"2호선,6호선",5.0,0.12537116209251672,0.3807419700213697,0.8087019520027644,0.0,0.672242547677198,0.5352555376889854,0.20027156888529185,0.8113900699634895,0.253886356767131,0.5867137711418965,0.18207899973958266,1.683373752734398,0.331652950185264,0.05374607519492265,0.06004433978309139,"귀여운,넓은,모던,비주얼,이색음식"
디벙크,"카페,디저트",서울 마포구 성지1길 30 더보이드빌딩 지하1층,4.33,,,합정역,7번,185.0,"2호선,6호선",2.0,0.0,0.0,1.2942989937492801,0.0,0.33976276337287176,0.9433641002328916,0.6693198444793877,0.0,1.1694558468013303,0.09371548392732593,0.19261648112855792,1.0031682310939887,0.42059626470415173,0.21890259624190747,0.2423632581625221,"넓은,모던,분위기,아늑,이색테마,클래식"
몰토베네,이탈리아음식,서울 마포구 성지3길 67 1층,4.56,,,합정역,7번,565.0,"2호선,6호선",7.0,0.23251439800646015,0.0,0.0,0.0,1.1745115304484923,0.14336044143303783,0.3423253431559216,0.0,0.07280817138657289,0.29830155966436556,0.5332723866487984,1.0841321953035983,0.07424705078047737,0.0,0.0,"만족,응대"
금성회관 합정본점,한식,서울 마포구 양화로6길 78,4.67,,,합정역,6번,431.0,"2호선,6호선",5.0,0.24175547676754872,0.05849350105024267,0.14442496660280466,0.9495767095076217,1.0225599254681994,0.7439828702624406,0.24921188091078153,0.26615687805104793,0.08633905548385072,1.1400280552103454,0.5933376570820623,0.22069879827103506,0.059541682708315904,0.04216729609271396,0.0921583649030985,"단체,모던,위생,응대"
교다이야,"우동,소바",서울 마포구 성지길 39 합정빌딩 1층,4.46,,,합정역,7번,240.0,"2호선,6호선",3.0,0.4123482715999034,0.07825911623756764,0.45578241962258026,0.0,1.1673139174568232,0.0,0.05511245015593553,0.0791957193178553,0.184900615109302,0.36739714937988094,0.25175860951414925,1.2124357526492655,0.18835623934192747,0.0,0.33029041229470074,만족
합정옥,"곰탕,설렁탕",서울 마포구 양화로1길 21 2층,4.38,,,합정역,8번,279.0,"2호선,6호선",3.0,0.34143731221152096,0.0,0.31736047639064524,0.0,1.1024051062582896,0.07114600055796752,0.04916552622067839,0.13680597204231507,0.16605735618792986,1.1510273398750173,0.1460644842459611,0.7399936236597632,0.0,0.0,0.29869279203353993,"만족,위생"
